,Brand,Capacity,Door_Type,Cool_type,Star_rating,Digital_inverter,Rating,No_of_rating,No_of_review,Compressor_type,Built_in_stablizer,Product_warranty,Compressor_warranty,Price,Original_price,Discount
0,SAMSUNG,183 L,Single Door, Direct Cool,4 Star,yes,4.5,"65,317 Ratings","4,293 Reviews",Digital Inverter Compressor,yes,1 year, 20 ,"₹16,390","₹22,999",28% off
1,SAMSUNG,236 L,Double Door,,2 Star,yes,4.4,"20,900 Ratings","1,504 Reviews",Digital Inverter Compressor,yes,1 year, 20 ,"₹24,990","₹35,990",30% off
2,SAMSUNG,183 L,Single Door, Direct Cool,4 Star,yes,4.5,"65,317 Ratings","4,293 Reviews",Digital Inverter Compressor,yes,1 year, 20 ,"₹16,390","₹22,999",28% off
3,SAMSUNG,236 L,Double Door,,3 Star,yes,4.4,"20,900 Ratings","1,504 Reviews",Digital Inverter Compressor,yes,1 year, 20 ,"₹26,990","₹40,990",34% off
4,SAMSUNG,183 L,Single Door, Direct Cool,5 Star,yes,4.5,"65,317 Ratings","4,293 Reviews",Digital Inverter Compressor,yes,1 year, 20 ,"₹17,490","₹22,999",23% off
5,SAMSUNG,183 L,Single Door, Direct Cool,5 Star,yes,4.5,"65,317 Ratings","4,293 Reviews",Digital Inverter Compressor,yes,1 year, 20 ,"₹17,490","₹22,999",23% off
6,SAMSUNG,189 L,Single Door, Direct Cool,5 Star,yes,4.5,"12,919 Ratings",878 Reviews,Digital Inverter Compressor,yes,1 year, 20 ,"₹17,990","₹21,999",18% off
7,Haier,190 L,Single Door, Direct Cool,4 Star,no,4.4,"16,705 Ratings","1,279 Reviews",Normal Compressor,yes,1 Year, 10 ,"₹15,490","₹23,990",35% off
8,Admiral,175 L,Single Door, Direct Cool,3 Star,no,4.1,233 Ratings,21 Reviews,Reciprocating Compressor,yes,3 Years, 5 ,"₹10,290","₹19,499",47% off
9,SAMSUNG,183 L,Single Door, Direct Cool,5 Star,yes,4.5,"65,317 Ratings","4,293 Reviews",Digital Inverter Compressor,yes,1 year, 20 ,"₹17,490","₹22,999",23% off
10,Haier,190 L,Single Door, Direct Cool,5 Star,no,4.4,"16,183 Ratings","1,243 Reviews",Normal Compressor,yes,1 Year, 10 ,"₹16,490","₹24,490",32% off
11,Whirlpool,207 L,Single Door, Direct Cool,5 Star,no,4.3,"15,637 Ratings","1,110 Reviews",Inverter Compressor,yes,1 Year, 9 ,"₹18,490","₹25,850",28% off
12,Whirlpool,184 L,Single Door, Direct Cool,2 Star,no,4.3,"14,017 Ratings",765 Reviews,Normal Compressor,yes,1 Year, 10 ,"₹11,790","₹15,400",23% off
13,Haier,185 L,Single Door, Direct Cool,2 Star,no,4.3,"7,737 Ratings",550 Reviews,Normal Compressor,yes,1 Year, 10 ,"₹11,990","₹17,090",29% off
14,LG,185 L,Single Door, Direct Cool,5 Star,no,4.5,"15,862 Ratings","1,018 Reviews",Smart Inverter Compressor,yes,1 Year, 10 ,"₹17,690","₹23,899",25% off
15,SAMSUNG,183 L,Single Door, Direct Cool,5 Star,yes,4.5,"65,317 Ratings","4,293 Reviews",Digital Inverter Compressor,yes,1 year, 20 ,"₹17,490","₹22,999",23% off
16,Haier,190 L,Single Door, Direct Cool,4 Star,no,4.4,"16,705 Ratings","1,279 Reviews",Normal Compressor,yes,1 Year, 10 ,"₹14,990","₹20,990",28% off
17,SAMSUNG,189 L,Single Door, Direct Cool,5 Star,yes,4.5,"12,919 Ratings",878 Reviews,Digital Inverter Compressor,yes,1 year, 20 ,"₹17,990","₹21,999",18% off
18,Whirlpool,184 L,Single Door, Direct Cool,4 Star,no,4.3,"15,637 Ratings","1,110 Reviews",Inverter Compressor,yes,1 Year, 9 ,"₹15,790","₹20,700",23% off
19,SAMSUNG,223 L,Single Door, Direct Cool,3 Star,yes,4.4,"14,564 Ratings","1,432 Reviews",Digital Inverter Compressor,yes,1 year, 20 ,"₹19,590","₹25,999",24% off
20,Whirlpool,270 L,Triple Door,,,no,4.3,"25,002 Ratings","2,543 Reviews",Inverter Compressor,yes,1 Year, 9 ,"₹28,490","₹38,300",25% off
21,Voltas,183 L,Single Door, Direct Cool,3 Star,no,4.3,"5,271 Ratings",346 Reviews,Reciprocating Compressor,yes,1 Year, 10 ,"₹13,490","₹25,190",46% off
22,MarQ,90 L,Single Door, Direct Cool,1 Star,no,4.2,"5,006 Ratings",543 Reviews,Reciprocating Compressor,yes,1 Year, 10 ,"₹8,990","₹14,990",40% off
23,Godrej,234 L,Single Door, Direct Cool,5 Star,no,4.3,"4,434 Ratings",382 Reviews,Inverter Compressor,yes,1 Year, 10 ,"₹19,890","₹24,000",17% off
24,Whirlpool,235 L,Triple Door,,,no,4.3,"25,002 Ratings","2,543 Reviews",Inverter Compressor,yes,1 Year, 9 ,"₹25,990","₹34,190",23% off
25,Voltas,183 L,Single Door, Direct Cool,2 Star,no,4.3,"5,271 Ratings",346 Reviews,Reciprocating Compressor,yes,1 Year, 10 ,"₹12,590","₹25,990",51% off
26,Voltas,208 L,Single Door, Direct Cool,3 Star,no,4.4,"5,456 Ratings",446 Reviews,Reciprocating Compressor,yes,1 Year, 10 ,"₹15,990","₹25,490",37% off
27,SAMSUNG,223 L,Single Door, Direct Cool,3 Star,yes,4.4,"14,564 Ratings","1,432 Reviews",Digital Inverter Compressor,yes,1 year, 20 ,"₹19,590","₹24,999",21% off
28,SAMSUNG,215 L,Single Door, Direct Cool,5 Star,yes,4.4,"13,765 Ratings","1,151 Reviews",Digital Inverter Compressor,yes,1 year, 20 ,"₹19,990","₹30,999",35% off
29,Whirlpool,235 L,Double Door,,2 Star,no,4.3,"6,447 Ratings",553 Reviews,Reciprocating Compressor,yes,1 Year, 9 ,"₹21,990","₹30,360",27% off
30,Whirlpool,184 L,Single Door, Direct Cool,2 Star,no,4.3,"19,653 Ratings","1,211 Reviews",Normal Compressor,,, 10 ,"₹12,790","₹17,000",24% off
31,Whirlpool,184 L,Single Door, Direct Cool,4 Star,no,4.3,"15,637 Ratings","1,110 Reviews",Inverter Compressor,yes,1 Year, 9 ,"₹15,790","₹20,950",24% off
32,Godrej,183 L,Single Door, Direct Cool,2 Star,no,4.3,"7,898 Ratings",461 Reviews,Fixed Speed Compressor,yes,1 Year, 10 ,"₹12,990","₹16,990",23% off
33,Godrej,180 L,Single Door, Direct Cool,2 Star,no,4.3,"8,658 Ratings",460 Reviews,Reciprocatory Compressor,yes,1 Year, 10 ,"₹12,390","₹16,790",26% off
34,Whirlpool,184 L,Single Door, Direct Cool,2 Star,no,4.3,"14,017 Ratings",765 Reviews,Normal Compressor,yes,1 Year, 10 ,"₹11,790","₹15,400",23% off
35,Godrej,234 L,Single Door, Direct Cool,3 Star,no,4.3,"4,434 Ratings",382 Reviews,Inverter Compressor,yes,1 Year, 10 ,"₹18,490","₹26,990",31% off
36,Whirlpool,215 L,Triple Door,,,no,4.3,"25,002 Ratings","2,543 Reviews",Inverter Compressor,yes,1 Year, 9 ,"₹23,990","₹30,150",20% off
37,CANDY,328 L,Double Door,,3 Star,no,4.3,484 Ratings,85 Reviews,Inverter Compressor,yes,1 Year, 10 ,"₹24,990","₹40,490",38% off
38,Whirlpool,184 L,Single Door, Direct Cool,3 Star,no,4.3,"14,017 Ratings",765 Reviews,Normal Compressor,yes,1 Year, 10 ,"₹12,990","₹17,200",24% off
39,Godrej,183 L,Single Door, Direct Cool,2 Star,no,4.3,"8,658 Ratings",460 Reviews,Reciprocatory Compressor,yes,1 Year, 10 ,"₹12,390","₹17,290",28% off
40,Haier,240 L,Double Door,,2 Star,no,4.3,"3,795 Ratings",339 Reviews,Normal Compressor,yes,1 Year, 10 ,"₹21,490","₹29,990",28% off
41,SAMSUNG,183 L,Single Door, Direct Cool,3 Star,yes,4.4,"15,628 Ratings","1,213 Reviews",Digital Inverter Compressor,yes,1 year, 20 ,"₹15,290","₹18,999",19% off
42,Godrej,180 L,Single Door, Direct Cool,4 Star,no,4.4,"7,832 Ratings",493 Reviews,,yes,1 Year, 10 ,"₹14,990","₹21,990",31% off
43,SAMSUNG,223 L,Single Door, Direct Cool,3 Star,yes,4.3,"3,581 Ratings",287 Reviews,Digital Inverter Compressor,yes,1 year, 20 ,"₹18,190","₹23,999",24% off
44,SAMSUNG,236 L,Double Door,,2 Star,yes,4.3,"16,551 Ratings","1,083 Reviews",Digital Inverter Compressor,yes,1 year, 20 ,"₹22,990","₹30,990",25% off
45,SAMSUNG,183 L,Single Door, Direct Cool,4 Star,yes,4.4,"8,316 Ratings",622 Reviews,Digital Inverter Compressor,yes,1 year, 20 ,"₹15,690","₹21,999",28% off
46,MarQ,183 L,Single Door, Direct Cool,2 Star,no,4.2,"5,006 Ratings",543 Reviews,Reciprocating Compressor,yes,1 Year, 10 ,"₹11,890","₹19,990",40% off
47,Whirlpool,192 L,Single Door, Direct Cool,5 Star,no,4.3,"15,637 Ratings","1,110 Reviews",Inverter Compressor,yes,1 Year, 9 ,"₹16,990","₹22,800",25% off
48,Godrej,183 L,Single Door, Direct Cool,3 Star,no,4.3,"7,898 Ratings",461 Reviews,Fixed Speed Compressor,yes,1 Year, 10 ,"₹13,990","₹21,590",35% off
49,LG,185 L,Single Door, Direct Cool,4 Star,yes,4.4,"9,160 Ratings",517 Reviews,Smart Inverter Compressor,yes,1 Year, 10 ,"₹16,490","₹20,499",19% off
50,SAMSUNG,183 L,Single Door, Direct Cool,4 Star,yes,4.5,"65,317 Ratings","4,293 Reviews",Digital Inverter Compressor,yes,1 year, 20 ,"₹16,390","₹22,999",28% off
51,Whirlpool,184 L,Single Door, Direct Cool,2 Star,no,4.3,"19,653 Ratings","1,211 Reviews",Normal Compressor,,, 10 ,"₹12,790","₹17,000",24% off
52,Haier,602 L,,,,no,4.5,"1,872 Ratings",198 Reviews,Inverter Compressor,yes,1 Year, 10 ,"₹61,990","₹1,09,390",43% off
53,Voltas,183 L,Single Door, Direct Cool,5 Star,no,4.4,"5,456 Ratings",446 Reviews,Reciprocating Compressor,yes,1 Years, 10 ,"₹15,490","₹28,490",45% off
54,CANDY,165 L,Single Door, Direct Cool,1 Star,no,4.1,"3,566 Ratings",237 Reviews,Normal Compressor,yes,1 Year, 10 ,"₹9,990","₹13,490",25% off
55,Voltas,183 L,Single Door, Direct Cool,4 Star,no,4.4,"5,456 Ratings",446 Reviews,Reciprocating Compressor,yes,1 Years, 10 ,"₹14,490","₹25,890",44% off
56,SAMSUNG,189 L,Single Door, Direct Cool,5 Star,yes,4.5,"12,919 Ratings",878 Reviews,Digital Inverter Compressor,yes,1 year, 20 ,"₹17,990","₹21,999",18% off
57,SAMSUNG,183 L,Single Door, Direct Cool,5 Star,yes,4.5,"65,317 Ratings","4,293 Reviews",Digital Inverter Compressor,yes,1 year, 20 ,"₹17,490","₹22,999",23% off
58,LG,185 L,Single Door, Direct Cool,5 Star,yes,4.5,"7,091 Ratings",497 Reviews,Smart Inverter Compressor,yes,1 Year, 10 ,"₹17,490","₹22,799",23% off
59,Voltas,183 L,Single Door, Direct Cool,4 Star,no,4.4,"5,456 Ratings",446 Reviews,Reciprocating Compressor,yes,1 Year, 10 ,"₹14,990","₹25,890",42% off
60,SAMSUNG,215 L,Single Door, Direct Cool,5 Star,yes,4.4,"13,765 Ratings","1,151 Reviews",Digital Inverter Compressor,yes,1 year, 20 ,"₹19,990","₹30,999",35% off
61,Whirlpool,215 L,Triple Door,,,no,4.3,"25,002 Ratings","2,543 Reviews",Inverter Compressor,yes,1 Year, 9 ,"₹23,990","₹30,150",20% off
62,LG,242 L,Double Door,,2 Star,yes,4.3,"1,396 Ratings",81 Reviews,Smart Inverter Compressor,yes,1 Year, 10 ,"₹23,990","₹31,199",23% off
63,SAMSUNG,322 L,Double Door,,3 Star,no,4.3,"8,659 Ratings",614 Reviews,Digital Inverter Compressor,yes,1 Year, 20 ,"₹37,990","₹60,990",37% off
64,Voltas,183 L,Single Door, Direct Cool,2 Star,no,4.3,"5,271 Ratings",346 Reviews,Reciprocating Compressor,yes,1 Year, 10 ,"₹12,590","₹25,990",51% off
65,Whirlpool,215 L,Triple Door,,,no,4.3,"25,002 Ratings","2,543 Reviews",Inverter Compressor,yes,1 Year, 9 ,"₹23,990","₹32,150",25% off
66,Whirlpool,184 L,Single Door, Direct Cool,2 Star,no,4.3,"19,653 Ratings","1,211 Reviews",Normal Compressor,,, 10 ,"₹12,790","₹17,000",24% off
67,Whirlpool,184 L,Single Door, Direct Cool,5 Star,no,4.3,"15,637 Ratings","1,110 Reviews",Inverter Compressor,yes,1 Year, 9 ,"₹16,490","₹21,450",23% off
68,realme,253 L,Double Door,,2 Star,no,4.4,208 Ratings,31 Reviews,Inverter Compressor,yes,1 Year, 10 ,"₹19,990","₹38,990",48% off
69,LG,264 L,Double Door,,2 Star,yes,4.4,"21,493 Ratings","1,724 Reviews",,yes,1 Year, 10 ,"₹26,990","₹38,399",29% off
70,CANDY,240 L,Double Door,,2 Star,no,4.3,"2,836 Ratings",310 Reviews,Inverter Compressor,yes,1 Year, 10 ,"₹18,990","₹26,490",28% off
71,SAMSUNG,183 L,Single Door, Direct Cool,4 Star,yes,4.4,"8,316 Ratings",622 Reviews,Digital Inverter Compressor,yes,1 year, 20 ,"₹15,690","₹21,999",28% off
72,Haier,190 L,Single Door, Direct Cool,5 Star,no,4.4,"16,183 Ratings","1,243 Reviews",Normal Compressor,yes,2 Years, 10 ,,,
73,LG,185 L,Single Door, Direct Cool,5 Star,yes,4.5,"15,862 Ratings","1,018 Reviews",Smart Inverter Compressor,yes,1 Year, 10 ,"₹17,490","₹22,799",23% off
74,SAMSUNG,183 L,Single Door, Direct Cool,4 Star,yes,4.5,"65,317 Ratings","4,293 Reviews",Digital Inverter Compressor,yes,1 year, 20 ,"₹16,390","₹22,999",28% off
75,LG,185 L,Single Door, Direct Cool,4 Star,yes,4.4,"9,160 Ratings",517 Reviews,Smart Inverter Compressor,yes,1 Year, 10 ,"₹16,490","₹20,499",19% off
76,Whirlpool,184 L,Single Door, Direct Cool,2 Star,no,4.3,"19,653 Ratings","1,211 Reviews",Normal Compressor,,, 10 ,"₹12,790","₹17,000",24% off
77,Voltas,183 L,Single Door, Direct Cool,2 Star,no,4.3,"5,271 Ratings",346 Reviews,Reciprocating Compressor,yes,1 Year, 10 ,"₹12,590","₹25,990",51% off
78,CANDY,165 L,Single Door, Direct Cool,1 Star,no,4.1,"3,566 Ratings",237 Reviews,Normal Compressor,yes,1 Year, 10 ,"₹9,990","₹13,490",25% off
79,LG,185 L,Single Door, Direct Cool,5 Star,no,4.5,"15,862 Ratings","1,018 Reviews",Smart Inverter Compressor,yes,1 Year, 10 ,"₹17,490","₹23,899",26% off
80,SAMSUNG,189 L,Single Door, Direct Cool,5 Star,yes,4.5,"12,919 Ratings",878 Reviews,Digital Inverter Compressor,yes,1 year, 20 ,"₹17,990","₹21,999",18% off
81,CANDY,240 L,Double Door,,2 Star,no,4.3,"2,836 Ratings",310 Reviews,Inverter Compressor,yes,1 Year, 10 ,"₹18,990","₹26,490",28% off
82,Voltas,228 L,Double Door,,3 Star,no,4.1,"1,818 Ratings",149 Reviews,,yes,1 Year, 10 ,"₹22,390","₹39,490",43% off
83,Haier,190 L,Single Door, Direct Cool,5 Star,no,4.4,"16,183 Ratings","1,243 Reviews",Normal Compressor,yes,1 Year, 10 ,"₹16,890","₹26,590",36% off
84,SAMSUNG,183 L,Single Door, Direct Cool,5 Star,yes,4.5,"65,317 Ratings","4,293 Reviews",Digital Inverter Compressor,yes,1 year, 20 ,"₹17,490","₹22,999",23% off
85,Haier,190 L,Single Door, Direct Cool,5 Star,no,4.4,"16,183 Ratings","1,243 Reviews",Normal Compressor,yes,1 Year, 10 ,"₹15,990","₹22,490",28% off
86,SAMSUNG,215 L,Single Door, Direct Cool,5 Star,yes,4.4,"13,765 Ratings","1,151 Reviews",Digital Inverter Compressor,yes,1 year, 20 ,"₹19,990","₹30,999",35% off
87,CANDY,602 L,,,,no,4.6,550 Ratings,82 Reviews,Inverter Compressor,,, 10 ,"₹49,990","₹69,490",28% off
88,Voltas,183 L,Single Door, Direct Cool,3 Star,no,4.3,"5,271 Ratings",346 Reviews,Reciprocating Compressor,yes,1 Year, 10 ,"₹12,790","₹26,490",51% off
89,LG,240 L,Double Door,,3 Star,yes,4.4,"21,493 Ratings","1,724 Reviews",,yes,1 Year, 10 ,"₹26,490","₹37,099",28% off
90,Whirlpool,215 L,Triple Door,,,no,4.3,"25,002 Ratings","2,543 Reviews",Inverter Compressor,yes,1 Year, 9 ,"₹23,990","₹30,150",20% off
91,Voltas,183 L,Single Door, Direct Cool,2 Star,no,4.3,"5,271 Ratings",346 Reviews,Reciprocating Compressor,yes,1 Year, 10 ,"₹11,690","₹24,990",53% off
92,Godrej,223 L,Double Door,,2 Star,no,4.2,"3,761 Ratings",267 Reviews,Inverter Compressor,yes,1 Year, 10 ,"₹20,490","₹31,590",35% off
93,Haier,190 L,Single Door, Direct Cool,2 Star,no,4.3,"7,737 Ratings",550 Reviews,Normal Compressor,yes,1 Year, 10 ,"₹11,990","₹18,190",34% off
94,Godrej,183 L,Single Door, Direct Cool,3 Star,no,4.3,"7,898 Ratings",461 Reviews,Fixed Speed Compressor,yes,1 Year, 10 ,"₹13,990","₹21,590",35% off
95,Whirlpool,240 L,Triple Door,,,no,4.3,"25,002 Ratings","2,543 Reviews",Inverter Compressor,yes,1 Year, 10 ,"₹26,190","₹30,800",14% off
96,SAMSUNG,183 L,Single Door, Direct Cool,4 Star,yes,4.5,"65,317 Ratings","4,293 Reviews",Digital Inverter Compressor,yes,1 year, 20 ,"₹16,390","₹22,999",28% off
97,Whirlpool,184 L,Single Door, Direct Cool,2 Star,no,4.3,"19,653 Ratings","1,211 Reviews",Normal Compressor,,, 10 ,"₹12,790","₹17,000",24% off
98,Godrej,272 L,Double Door,,3 Star,no,4.2,"3,761 Ratings",267 Reviews,Inverter Compressor,yes,1 Year, 10 ,"₹27,490","₹35,000",21% off
99,realme,233 L,Double Door,,3 Star,no,4.4,208 Ratings,31 Reviews,Inverter Compressor,yes,1 Year, 10 ,"₹20,490","₹36,990",44% off
100,CANDY,165 L,Single Door, Direct Cool,1 Star,no,4.1,"3,566 Ratings",237 Reviews,Normal Compressor,yes,1 Year, 10 ,"₹9,990","₹13,490",25% off
101,Voltas,183 L,Single Door, Direct Cool,2 Star,no,4.3,"5,271 Ratings",346 Reviews,Reciprocating Compressor,yes,1 Year, 10 ,"₹12,590","₹25,990",51% off
102,LG,272 L,Double Door,,3 Star,no,4.2,594 Ratings,46 Reviews,Smart Inverter Compressor,yes,1 Year, 10 ,"₹29,990","₹42,899",30% off
103,Godrej,180 L,Single Door, Direct Cool,4 Star,no,4.4,"7,832 Ratings",493 Reviews,,yes,1 Year, 10 ,"₹14,490","₹18,990",23% off
104,SAMSUNG,189 L,Single Door, Direct Cool,5 Star,yes,4.5,"12,919 Ratings",878 Reviews,Digital Inverter Compressor,yes,1 year, 20 ,"₹17,990","₹21,999",18% off
105,LG,242 L,Double Door,,3 Star,yes,4.4,"21,493 Ratings","1,724 Reviews",,yes,1 Year, 10 ,"₹25,990","₹37,099",29% off
106,CANDY,240 L,Double Door,,2 Star,no,4.3,"2,836 Ratings",310 Reviews,Inverter Compressor,yes,1 Year, 10 ,"₹18,990","₹26,490",28% off
107,SAMSUNG,183 L,Single Door, Direct Cool,5 Star,yes,4.5,"65,317 Ratings","4,293 Reviews",Digital Inverter Compressor,yes,1 year, 20 ,"₹17,490","₹22,999",23% off
108,Lloyd,188 L,Single Door, Direct Cool,5 Star,no,4.4,566 Ratings,38 Reviews,Inverter Compressor,yes,1 Year, 10 ,"₹15,290","₹16,990",10% off
109,IFB,206 L,Single Door, Direct Cool,4 Star,no,4.6,41 Ratings,4 Reviews,Reciprocating Compressor,yes,1 Year, 10 ,"₹19,490","₹28,250",31% off
110,SAMSUNG,215 L,Single Door, Direct Cool,5 Star,yes,4.4,"13,765 Ratings","1,151 Reviews",Digital Inverter Compressor,yes,1 year, 20 ,"₹19,990","₹30,999",35% off
111,CANDY,602 L,,,,no,4.6,550 Ratings,82 Reviews,Inverter Compressor,,, 10 ,"₹49,990","₹69,490",28% off
112,Whirlpool,207 L,Single Door, Direct Cool,5 Star,no,4.3,"15,637 Ratings","1,110 Reviews",Inverter Compressor,yes,1 Year, 10 ,"₹19,690","₹25,050",21% off
113,Voltas,472 L,,,,no,4.3,"1,795 Ratings",149 Reviews,,yes,2 Years, 12 ,"₹48,990","₹84,490",42% off
114,Whirlpool,215 L,Triple Door,,,no,4.3,"25,002 Ratings","2,543 Reviews",Inverter Compressor,yes,1 Year, 9 ,"₹23,990","₹30,150",20% off
115,Godrej,180 L,Single Door, Direct Cool,4 Star,no,4.4,"7,832 Ratings",493 Reviews,,yes,1 Year, 10 ,"₹14,990","₹17,990",16% off
116,Voltas,183 L,Single Door, Direct Cool,2 Star,no,4.3,"5,271 Ratings",346 Reviews,Reciprocating Compressor,yes,1 Year, 10 ,"₹11,690","₹24,990",53% off
117,Godrej,183 L,Single Door, Direct Cool,3 Star,no,4.3,"7,898 Ratings",461 Reviews,Fixed Speed Compressor,yes,1 Year, 10 ,"₹13,990","₹21,590",35% off
118,Lloyd,178 L,Single Door, Direct Cool,2 Star,no,4.6,51 Ratings,2 Reviews,,yes,1 Year, 10 ,"₹11,990","₹17,990",33% off
119,Haier,215 L,Single Door, Direct Cool,5 Star,no,4.4,"16,183 Ratings","1,243 Reviews",Normal Compressor,yes,2 Years, 10 ,"₹18,990","₹28,090",32% off
120,SAMSUNG,183 L,Single Door, Direct Cool,4 Star,yes,4.5,"65,317 Ratings","4,293 Reviews",Digital Inverter Compressor,yes,1 year, 20 ,"₹16,390","₹22,999",28% off
121,Whirlpool,184 L,Single Door, Direct Cool,2 Star,no,4.3,"19,653 Ratings","1,211 Reviews",Normal Compressor,,, 10 ,"₹12,790","₹17,000",24% off
122,Lloyd,188 L,Single Door, Direct Cool,5 Star,no,4.4,566 Ratings,38 Reviews,Inverter Compressor,yes,1 Year, 10 ,"₹15,290","₹16,990",10% off
123,Godrej,180 L,Single Door, Direct Cool,4 Star,no,4.4,"7,832 Ratings",493 Reviews,,yes,1 Year, 10 ,"₹14,990","₹17,990",16% off
124,CANDY,165 L,Single Door, Direct Cool,1 Star,no,4.1,"3,566 Ratings",237 Reviews,Normal Compressor,yes,1 Year, 10 ,"₹9,990","₹13,490",25% off
125,Midea,510 L,,,,no,4.1,"1,073 Ratings",164 Reviews,,yes,1 Year, 10 ,"₹44,990","₹79,990",43% off
126,Voltas,183 L,Single Door, Direct Cool,2 Star,no,4.3,"5,271 Ratings",346 Reviews,Reciprocating Compressor,yes,1 Year, 10 ,"₹12,590","₹25,990",51% off
127,SAMSUNG,189 L,Single Door, Direct Cool,5 Star,yes,4.5,"12,919 Ratings",878 Reviews,Digital Inverter Compressor,yes,1 year, 20 ,"₹17,990","₹21,999",18% off
128,Haier,190 L,Single Door, Direct Cool,2 Star,no,4.3,"7,737 Ratings",550 Reviews,Normal Compressor,yes,1 Year, 10 ,"₹11,990","₹18,190",34% off
129,Whirlpool,184 L,Single Door, Direct Cool,5 Star,no,4.3,"15,637 Ratings","1,110 Reviews",Inverter Compressor,yes,1 Year, 9 ,"₹16,490","₹21,450",23% off
130,CANDY,240 L,Double Door,,2 Star,no,4.3,"2,836 Ratings",310 Reviews,Inverter Compressor,yes,1 Year, 10 ,"₹18,990","₹26,490",28% off
131,SAMSUNG,183 L,Single Door, Direct Cool,5 Star,yes,4.5,"65,317 Ratings","4,293 Reviews",Digital Inverter Compressor,yes,1 year, 20 ,"₹17,490","₹22,999",23% off
132,Whirlpool,270 L,Triple Door,,,no,4.3,"25,002 Ratings","2,543 Reviews",Inverter Compressor,yes,1 Year, 9 ,"₹28,490","₹38,300",25% off
133,Godrej,30 L,,,,no,4,"6,126 Ratings",558 Reviews,Digital Inverter Compressor,yes,1 year, 20 ,"₹7,790","₹8,250",5% off
134,SAMSUNG,215 L,Single Door, Direct Cool,5 Star,yes,4.4,"13,765 Ratings","1,151 Reviews",Smart Inverter Compressor,yes,1 Year, 10 ,"₹19,990","₹30,999",35% off
135,LG,185 L,Single Door, Direct Cool,4 Star,yes,4.5,303 Ratings,8 Reviews,Inverter Compressor,,, 10 ,"₹15,790","₹21,399",26% off
136,CANDY,602 L,,,,no,4.6,550 Ratings,82 Reviews,Inverter Compressor,yes,1 Year, 9 ,"₹49,990","₹69,490",28% off
137,Whirlpool,215 L,Triple Door,,,no,4.3,"25,002 Ratings","2,543 Reviews",Fixed Speed Compressor,yes,1 Year, 10 ,"₹23,990","₹30,150",20% off
138,Godrej,180 L,Single Door, Direct Cool,5 Star,no,4.3,151 Ratings,13 Reviews,Digital Inverter Compressor,yes,1 Year, 20 ,"₹15,990","₹18,990",15% off
139,SAMSUNG,419 L,Double Door,,3 Star,no,4.3,"8,659 Ratings",614 Reviews,Fixed Speed Compressor,yes,1 Year, 10 ,"₹51,990","₹71,990",27% off
140,Godrej,183 L,Single Door, Direct Cool,3 Star,no,4.3,"7,898 Ratings",461 Reviews,Normal Compressor,,, 10 ,"₹13,990","₹21,590",35% off
141,Whirlpool,184 L,Single Door, Direct Cool,2 Star,no,4.3,"19,653 Ratings","1,211 Reviews",Digital Inverter Compressor,yes,1 Year, 10 ,"₹12,790","₹17,000",24% off
142,SAMSUNG,301 L,Double Door,,3 Star,no,4.3,"8,659 Ratings",614 Reviews,,yes,2 Years, 12 ,"₹34,990","₹53,990",35% off
143,Voltas,634 L,,,,yes,4.3,"1,795 Ratings",149 Reviews,Digital Inverter Compressor,yes,1 year, 20 ,"₹63,990","₹1,14,990",44% off
144,SAMSUNG,183 L,Single Door, Direct Cool,4 Star,yes,4.5,"65,317 Ratings","4,293 Reviews",,yes,1 Year, 10 ,"₹16,390","₹22,999",28% off
145,Godrej,183 L,Single Door, Direct Cool,3 Star,no,4,196 Ratings,7 Reviews,Normal Compressor,,, 10 ,"₹13,290","₹19,490",31% off
146,Whirlpool,184 L,Single Door, Direct Cool,2 Star,no,4.3,"19,653 Ratings","1,211 Reviews",Normal Compressor,yes,1 Year, 10 ,"₹12,790","₹17,000",24% off
147,CANDY,165 L,Single Door, Direct Cool,1 Star,no,4.1,"3,566 Ratings",237 Reviews,Digital Inverter Compressor,yes,1 Year, 10 ,"₹9,990","₹13,490",25% off
148,SAMSUNG,301 L,Double Door,,3 Star,no,4.3,"8,659 Ratings",614 Reviews,Fixed Speed Compressor,yes,1 Year, 10 ,"₹34,990","₹53,990",35% off
149,Godrej,180 L,Single Door, Direct Cool,5 Star,no,4.3,151 Ratings,13 Reviews,Reciprocating Compressor,yes,1 Year, 10 ,"₹15,990","₹18,990",15% off
150,Voltas,183 L,Single Door, Direct Cool,2 Star,no,4.3,"5,271 Ratings",346 Reviews,Digital Inverter Compressor,yes,1 year, 20 ,"₹12,590","₹25,990",51% off
151,SAMSUNG,189 L,Single Door, Direct Cool,5 Star,yes,4.5,"12,919 Ratings",878 Reviews,Inverter Compressor,yes,1 Year, 10 ,"₹17,990","₹21,999",18% off
152,CANDY,240 L,Double Door,,2 Star,no,4.3,"2,836 Ratings",310 Reviews,Digital Inverter Compressor,yes,1 Year, 20 ,"₹18,990","₹26,490",28% off
153,SAMSUNG,256 L,Double Door,,3 Star,yes,4.3,"4,310 Ratings",283 Reviews,Digital Inverter Compressor,yes,1 year, 20 ,"₹28,590","₹42,990",33% off
154,SAMSUNG,183 L,Single Door, Direct Cool,5 Star,yes,4.5,"65,317 Ratings","4,293 Reviews",Reciprocatory Compressor,yes,1 Year, 10 ,"₹17,490","₹22,999",23% off
